job_id,job_title,company,company_size,location,experience_level,work_arrangement,salary,required_skills,posting_date,date_posted
JOB_0254,Data Scientist,Information Analytics,Small (51-200),"Miami, FL",Mid Level (3-5 years),On-site,112154.0,"Python, Docker, PyTorch, Machine Learning, Scikit-learn, R, Statistics",2024-12-09,12/09/2024
JOB_0255,Data Scientist,Data Driven Co,Medium (201-1000),"Atlanta, GA",Senior Level (6-10 years),On-site,294688.0,"Python, Docker, SQL, R, Azure, Machine Learning",2025-04-28,04/28/2025
JOB_0256,Data Analyst,AI Innovations,Medium (201-1000),"Dallas, TX",Senior Level (6-10 years),On-site,101865.0,"Looker, R, DAX",2025-03-08,03/08/2025
JOB_0257,Data Scientist,DataFlow Systems,Large (1001+),"New York, NY",Senior Level (6-10 years),On-site,156986.0,"R, Python, TensorFlow, Tableau",2024-10-26,10/26/2024
JOB_0258,Data Scientist,DataFlow Systems,Medium (201-1000),"Chicago, IL",Lead Level (10+ years),On-site,196108.0,"Deep Learning, Python, SQL, Machine Learning, Tableau, Statistics, R, PyTorch",2025-04-16,04/16/2025
JOB_0259,Data Scientist,Digital Insights,Small (51-200),"San Diego, CA",Senior Level (6-10 years),Hybrid,115123.0,"Python, NumPy, SQL, Jupyter, Scikit-learn, R",2025-05-15,05/15/2025
JOB_0260,Data Analyst,Insight Technologies Inc.,Startup (1-50),Portland OR,Entry Level 0-2 years,Remote,,"R, SQL, Python",2025-07-17,07/17/2025
JOB_0261,Data Analyst,Analytics Pro,Small (51-200),"Portland, OR",Mid Level (3-5 years),Remote,79885.0,"SQL, Google Analytics, Seaborn, Tableau, Python, Excel, Pandas",2024-11-28,11/28/2024
JOB_0262,Data Scientist,Data Experts Ltd Inc.,Startup (1-50),Portland OR,Lead Level 10+ years,Remote,,"Machine Learning, Pandas, Python, Scikit-learn, R, SQL, Jupyter",2025-05-08,05/08/2025
JOB_0263,Data Analyst,Tech Corp,Large (1001+),"Boston, MA",Senior Level (6-10 years),Remote,109116.0,"SQL, Git, PowerQuery",2024-10-02,10/02/2024
JOB_0264,Data Scientist,Information Systems Inc,Medium (201-1000),"Atlanta, GA",Senior Level (6-10 years),On-site,144218.0,"Machine Learning, Tableau, Scikit-learn, Python, Deep Learning",2024-09-18,09/18/2024
JOB_0265,Data Engineer,Data Driven Co,Startup (1-50),"San Diego, CA",Mid Level (3-5 years),Hybrid,86127.0,"Hadoop, Apache Spark, Python",2025-07-07,07/07/2025
JOB_0266,Data Analyst,Tech Corp,Small (51-200),"Denver, CO",Entry Level (0-2 years),Remote,61132.0,"Matplotlib, Excel, Pandas, Looker, SQL, Python",2025-04-21,04/21/2025
JOB_0267,Data Scientist,Insight Technologies,Startup (1-50),"Dallas, TX",Entry Level (0-2 years),Remote,114166.0,"Scikit-learn, SQL, Statistics, Pandas, R, Docker, Python, Jupyter",2024-11-25,11/25/2024
JOB_0268,Data Engineer,Business Intelligence Ltd,Startup (1-50),"Miami, FL",Entry Level (0-2 years),Remote,77576.0,"SQL, ETL, MongoDB",2025-01-17,01/17/2025
JOB_0269,Data Scientist,Analytics Pro,Medium (201-1000),"San Diego, CA",Lead Level (10+ years),Remote,186277.0,"Tableau, Python, Docker, PyTorch",2025-05-24,05/24/2025
JOB_0270,Data Scientist,Data Science Corp,Small (51-200),"Miami, FL",Senior Level (6-10 years),Hybrid,188708.0,"Machine Learning, Statistics, Python, Git, Pandas, GCP, SQL",2024-09-18,09/18/2024
JOB_0271,Data Engineer,Analytics Pro,Medium (201-1000),"Los Angeles, CA",Mid Level (3-5 years),Hybrid,139996.0,"Airflow, Python, NoSQL, Apache Spark, Kubernetes, Docker, GCP",2025-06-19,06/19/2025
JOB_0272,Data Engineer,Analytics Hub,Large (1001+),"Portland, OR",Senior Level (6-10 years),Remote,153207.0,"Python, Kubernetes, ETL, GCP, Hadoop, Docker, Apache Spark",2025-02-07,02/07/2025
JOB_0273,Data Analyst,Analytics Pro,Medium (201-1000),"Portland, OR",Lead Level (10+ years),Remote,85376.0,"Matplotlib, Python, Excel",2025-08-09,08/09/2025
JOB_0274,Data Analyst,Data Science Corp,Medium (201-1000),"Phoenix, AZ",Mid Level (3-5 years),On-site,50340.0,"Matplotlib, Excel, SQL",2024-10-02,10/02/2024
JOB_0275,Data Analyst,Big Data Co,Small (51-200),"Phoenix, AZ",Senior Level (6-10 years),Remote,94415.0,"Matplotlib, SQL, Excel, Python, PowerQuery, Seaborn",2024-11-12,11/12/2024
JOB_0276,Data Analyst,Analytics Pro,Medium (201-1000),"San Francisco, CA",Entry Level (0-2 years),Hybrid,91193.0,"Excel, Seaborn, Python, Looker, Tableau, SQL, Power BI",2024-09-25,09/25/2024
JOB_0277,Data Scientist,Intelligence Solutions,Large (1001+),"New York, NY",Senior Level (6-10 years),Remote,188717.0,"Deep Learning, Python, Jupyter, Machine Learning",2025-05-22,05/22/2025
JOB_0278,Data Engineer,Business Intelligence Ltd,Medium (201-1000),"Seattle, WA",Mid Level (3-5 years),On-site,104292.0,"SQL, Airflow, Docker, Hadoop",2025-04-18,04/18/2025
JOB_0279,Data Scientist,Analytics Pro,Medium (201-1000),"Boston, MA",Lead Level (10+ years),On-site,258770.0,"Python, R, Deep Learning, Azure, Jupyter, PyTorch, Scikit-learn, Pandas",2024-12-13,12/13/2024
JOB_0280,Data Scientist,Data Driven Co,Startup (1-50),"San Francisco, CA",Mid Level (3-5 years),On-site,140792.0,"Docker, Deep Learning, SQL, Python, Machine Learning, Jupyter, PyTorch",2025-01-26,01/26/2025
JOB_0281,Data Scientist,Information Analytics,Small (51-200),"Austin, TX",Lead Level (10+ years),On-site,236161.0,"Tableau, Python, R, PyTorch, AWS, Git, SQL",2025-01-20,01/20/2025
JOB_0282,Data Engineer,Analytics First,Medium (201-1000),"Seattle, WA",Lead Level (10+ years),Hybrid,217957.0,"Kubernetes, Azure, Python, Linux, SQL, GCP, Redis, Apache Spark",2025-07-30,07/30/2025
JOB_0283,Data Analyst,Business Intelligence Ltd,Large (1001+),"Austin, TX",Lead Level (10+ years),On-site,93094.0,"Python, SQL, Excel, R, Statistics, PowerQuery, Tableau",2024-10-06,10/06/2024
JOB_0284,Data Engineer,Analytics Hub,Small (51-200),"Portland, OR",Entry Level (0-2 years),On-site,68532.0,"ETL, Airflow, Kafka, PostgreSQL, Python, Azure, SQL, Docker",2025-01-05,01/05/2025
JOB_0285,Data Engineer,Smart Analytics,Medium (201-1000),"Los Angeles, CA",Lead Level (10+ years),Remote,161003.0,"ETL, Hadoop, Python, GCP, Kafka, MongoDB, AWS, PostgreSQL",2024-12-16,12/16/2024
JOB_0286,Data Engineer,Information Analytics,Large (1001+),"San Francisco, CA",Lead Level (10+ years),Hybrid,232802.0,"Hadoop, Apache Spark, SQL, AWS, Kafka, Redis, Python",2025-03-02,03/02/2025
JOB_0287,Data Analyst,Information Systems Inc,Startup (1-50),"Los Angeles, CA",Entry Level (0-2 years),Remote,67265.0,"Tableau, R, Power BI, SQL, Python, Excel, PowerQuery, SPSS",2024-12-14,12/14/2024
JOB_0288,Data Analyst,Analytics First,Large (1001+),"Washington, DC",Lead Level (10+ years),Remote,121913.0,"Statistics, Python, Tableau",2024-08-14,08/14/2024
JOB_0289,Data Scientist,Analytics Hub,Medium (201-1000),"Atlanta, GA",Mid Level (3-5 years),On-site,147147.0,"Python, R, Machine Learning, Tableau, PyTorch, Statistics, Pandas, Deep Learning",2025-04-03,04/03/2025
JOB_0290,Data Scientist,Big Data Co,Medium (201-1000),"New York, NY",Lead Level (10+ years),On-site,177139.0,"Machine Learning, Python, R",2024-09-21,09/21/2024
JOB_0291,Data Scientist,Insight Technologies,Large (1001+),"Phoenix, AZ",Mid Level (3-5 years),On-site,127431.0,"Python, R, Pandas",2025-04-09,04/09/2025
JOB_0292,Data Analyst,Data Solutions Inc,Startup (1-50),"San Francisco, CA",Senior Level (6-10 years),Remote,98834.0,"Python, SQL, DAX, Excel, Tableau, Pandas, Google Analytics, Seaborn",2025-01-31,01/31/2025
JOB_0293,Data Engineer,Insight Technologies,Small (51-200),"San Diego, CA",Mid Level (3-5 years),Hybrid,116690.0,"Python, SQL, Apache Spark, Git, ETL",2024-10-29,10/29/2024
JOB_0294,Data Analyst,Digital Insights,Small (51-200),"phoenix, az",Lead Level (10+ years),Hybrid,,"Excel, Matplotlib, Google Analytics, SQL, Tableau, Python",2025-07-11,07/11/2025
JOB_0295,Data Scientist,Analytics Partners,Large (1001+),"Chicago, IL",Lead Level (10+ years),On-site,140153.0,"Python, Statistics, Deep Learning, R, Machine Learning, Scikit-learn, Docker, SQL",2024-08-11,08/11/2024
JOB_0296,Data Scientist,Analytics Partners,Startup (1-50),"Phoenix, AZ",Entry Level (0-2 years),Hybrid,77363.0,"R, Azure, Deep Learning, Statistics, Python",2024-11-12,11/12/2024
JOB_0297,Data Analyst,Insight Technologies,Medium (201-1000),"Portland, OR",Lead Level (10+ years),Hybrid,105725.0,"PowerQuery, R, Git, Power BI, SQL, Tableau, Excel",2025-02-23,02/23/2025
JOB_0298,Data Scientist,Information Analytics,Small (51-200),"Dallas, TX",Lead Level (10+ years),Hybrid,232413.0,"R, Machine Learning, SQL, Python, Statistics",2025-08-05,08/05/2025
JOB_0299,Data Analyst,Big Data Co,Small (51-200),"Seattle, WA",Senior Level (6-10 years),On-site,102464.0,"Excel, Statistics, Tableau, Seaborn",2024-10-07,10/07/2024
JOB_0300,Data Analyst,Analytics Partners,Large (1001+),"Los Angeles, CA",Mid Level (3-5 years),On-site,96648.0,"Excel, Tableau, SQL, Pandas, Python, DAX",2024-11-12,11/12/2024
JOB_0301,Data Engineer,DataFlow Systems,Small (51-200),"Miami, FL",Mid Level (3-5 years),On-site,92261.0,"ETL, MongoDB, Apache Spark, SQL",2025-01-03,01/03/2025
JOB_0302,Data Analyst,Tech Corp,Large (1001+),"New York, NY",Senior Level (6-10 years),Remote,144415.0,"Excel, R, Power BI, SQL, Statistics, Python",2024-11-16,11/16/2024
JOB_0303,Data Engineer,Intelligence Solutions,Large (1001+),"Los Angeles, CA",Lead Level (10+ years),On-site,,"SQL, Python, Azure",2024-11-02,11/02/2024
JOB_0304,Data Analyst,Business Intelligence Ltd,Small (51-200),"Boston, MA",Entry Level (0-2 years),Hybrid,75971.0,"Excel, SQL, Matplotlib, Pandas",2025-01-03,01/03/2025
JOB_0305,Data Scientist,Analytics Partners,Startup (1-50),"Denver, CO",Entry Level (0-2 years),On-site,91523.0,"Python, Power BI, Machine Learning, Deep Learning, TensorFlow",2025-05-14,2025-05-14
JOB_0306,Data Scientist,DataFlow Systems,Small (51-200),"San Diego, CA",Lead Level (10+ years),On-site,220799.0,"Machine Learning, GCP, R, Python, Jupyter, TensorFlow, Deep Learning, Azure",2024-09-30,09/30/2024
JOB_0307,Data Scientist,Analytics Hub,Medium (201-1000),"Dallas, TX",Entry Level (0-2 years),On-site,112707.0,"GCP, R, Git, Statistics, NumPy, Tableau",2024-09-22,09/22/2024
JOB_0308,Data Scientist,Analytics Partners,Medium (201-1000),"Chicago, IL",Mid Level (3-5 years),Hybrid,126120.0,"GCP, R, SQL, Python, Jupyter, Docker, TensorFlow, Statistics",2025-06-17,06/17/2025
JOB_0309,Data Scientist,Data Solutions Inc,Medium (201-1000),"Chicago, IL",Mid Level (3-5 years),Hybrid,140617.0,"Python, R, GCP, SQL, Scikit-learn, Machine Learning, TensorFlow",2024-12-30,12/30/2024
JOB_0310,Data Analyst,Analytics Partners,Medium (201-1000),"Boston, MA",Senior Level (6-10 years),Hybrid,83635.0,"Python, Excel, SPSS",2025-07-22,07/22/2025
JOB_0311,Data Engineer,Business Intelligence Ltd,Small (51-200),"Miami, FL",Entry Level (0-2 years),Hybrid,73584.0,"Kafka, Hadoop, Python, Airflow",2024-10-15,10/15/2024
JOB_0312,Data Scientist,Data Experts Ltd,Small (51-200),"Phoenix, AZ",Lead Level (10+ years),Hybrid,194288.0,"Machine Learning, SQL, Python, GCP, Docker",2025-06-28,06/28/2025
JOB_0313,Data Analyst,Data Science Corp,Medium (201-1000),"Portland, OR",Entry Level (0-2 years),Hybrid,71137.0,"Python, Git, SQL, Pandas, R, DAX",2025-02-13,02/13/2025
JOB_0314,Data Engineer,Analytics Hub,Medium (201-1000),"Dallas, TX",Entry Level (0-2 years),Remote,78275.0,"Python, Apache Spark, Scala, NoSQL, Kafka, Hadoop",2025-05-09,05/09/2025
JOB_0315,Data Scientist,Analytics First,Medium (201-1000),"Denver, CO",Senior Level (6-10 years),On-site,108117.0,"Python, PyTorch, R, Machine Learning, SQL, Jupyter, Power BI",2025-05-16,05/16/2025
JOB_0316,Data Analyst,Data Solutions Inc,Startup (1-50),"Austin, TX",Entry Level (0-2 years),Hybrid,44071.0,"Matplotlib, Statistics, R",2025-04-01,04/01/2025
JOB_0317,Data Engineer,Intelligence Solutions,Small (51-200),"Denver, CO",Entry Level (0-2 years),Hybrid,83783.0,"Python, ETL, Apache Spark, PostgreSQL, NoSQL, Kafka, Airflow, Kubernetes",2024-10-15,10/15/2024
JOB_0318,Data Engineer,Information Systems Inc,Medium (201-1000),"Boston, MA",Entry Level (0-2 years),Remote,116127.0,"Python, Apache Spark, Docker, Kubernetes, SQL, MongoDB, Kafka, Scala",2025-02-15,02/15/2025
JOB_0319,Data Scientist,Intelligence Solutions,Startup (1-50),"Boston, MA",Mid Level (3-5 years),Hybrid,108473.0,"Power BI, Deep Learning, NumPy",2024-09-26,09/26/2024
JOB_0320,Data Scientist,Tech Corp,Startup (1-50),"Chicago, IL",Lead Level (10+ years),Hybrid,224766.0,"Python, PyTorch, NumPy",2025-01-31,01/31/2025
JOB_0321,Data Analyst,Data Science Corp,Startup (1-50),"San Francisco, CA",Mid Level (3-5 years),Hybrid,85535.0,"SQL, Statistics, Pandas",2024-09-30,09/30/2024
JOB_0322,Data Analyst,Smart Analytics,Startup (1-50),"Los Angeles, CA",Mid Level (3-5 years),Hybrid,94997.0,"Statistics, Seaborn, R",2025-05-24,05/24/2025
JOB_0323,Data Scientist,Smart Analytics,Large (1001+),"San Diego, CA",Mid Level (3-5 years),Hybrid,213168.0,"Machine Learning, Python, R, SQL, Docker, Tableau",2025-07-26,07/26/2025
JOB_0324,Data Scientist,Information Systems Inc,Large (1001+),"San Francisco, CA",Lead Level (10+ years),On-site,218205.0,"GCP, SQL, R, Python",2024-10-19,10/19/2024
JOB_0325,Data Analyst,Tech Corp,Medium (201-1000),"Washington, DC",Senior Level (6-10 years),Remote,104892.0,"Pandas, Power BI, SQL, Excel, R, PowerQuery, Looker",2025-05-01,05/01/2025
JOB_0326,Data Analyst,Cloud Data Systems,Large (1001+),"Portland, OR",Entry Level (0-2 years),On-site,56370.0,"PowerQuery, Excel, Python, SQL",2024-10-05,10/05/2024
JOB_0327,Data Analyst,Information Systems Inc,Medium (201-1000),"Miami, FL",Entry Level (0-2 years),Remote,53790.0,"Looker, R, Excel, Tableau, SQL, Git, Python",2025-02-23,02/23/2025
JOB_0328,Data Analyst,Analytics Pro,Startup (1-50),"Phoenix, AZ",Lead Level (10+ years),Hybrid,97182.0,"R, Tableau, SQL",2024-09-12,09/12/2024
JOB_0329,Data Analyst,Insight Technologies,Medium (201-1000),"Phoenix, AZ",Lead Level (10+ years),Hybrid,130273.0,"SQL, Power BI, Matplotlib, R, Python, PowerQuery, Excel",2025-08-08,08/08/2025
JOB_0330,Data Analyst,Business Intelligence Ltd,Startup (1-50),"San Francisco, CA",Mid Level (3-5 years),On-site,78316.0,"SQL, Tableau, Statistics, Excel, Pandas, Python, R",2024-09-18,09/18/2024
JOB_0331,Data Analyst,Analytics Partners,Startup (1-50),"Austin, TX",Lead Level (10+ years),On-site,127838.0,"SQL, Seaborn, Statistics, Excel, Python, Tableau",2025-08-01,08/01/2025
JOB_0332,Data Scientist,Intelligence Solutions,Startup (1-50),"Chicago, IL",Entry Level (0-2 years),On-site,59606.0,"NumPy, R, Scikit-learn, Git, Machine Learning, Docker, Tableau",2025-06-18,06/18/2025
JOB_0333,Data Scientist,Big Data Co,Startup (1-50),"San Diego, CA",Mid Level (3-5 years),Hybrid,71487.0,"Deep Learning, Machine Learning, R, Statistics, TensorFlow, Python, Git, Power BI",2024-10-18,10/18/2024
JOB_0334,Data Engineer,Digital Insights,Medium (201-1000),"Atlanta, GA",Senior Level (6-10 years),Remote,119473.0,"Git, Docker, SQL, Python, AWS, Airflow, Scala, Kubernetes",2024-12-24,2024-12-24
JOB_0335,Data Analyst,Business Intelligence Ltd,Startup (1-50),"Phoenix, AZ",Lead Level (10+ years),On-site,27457.0,"Python, SQL, Excel, Pandas, DAX, Tableau, Seaborn",2025-08-08,08/08/2025
JOB_0336,Data Analyst,Analytics Partners,Small (51-200),"New York, NY",Lead Level (10+ years),On-site,113487.0,"Git, SQL, Power BI, R, Excel",2024-10-28,10/28/2024
JOB_0337,Data Analyst,Insight Technologies,Startup (1-50),"San Francisco, CA",Mid Level (3-5 years),Remote,68013.0,"Statistics, Excel, Tableau, Pandas",2024-08-15,08/15/2024
JOB_0338,Data Scientist,Data Solutions Inc,Large (1001+),"Seattle, WA",Mid Level (3-5 years),Remote,138559.0,"Git, R, Python, Machine Learning",2025-01-20,01/20/2025
JOB_0339,Data Analyst,Analytics Partners,Medium (201-1000),"Dallas, TX",Entry Level (0-2 years),Remote,23656.0,"SQL, Matplotlib, Excel, Power BI, Tableau, Statistics, Python, Seaborn",2025-04-23,04/23/2025
JOB_0340,Data Engineer,Analytics Pro,Large (1001+),"New York, NY",Lead Level (10+ years),On-site,171322.0,"Hadoop, Airflow, SQL, AWS, Kafka",2025-01-15,2025-01-15
JOB_0341,Data Engineer,Analytics Partners,Medium (201-1000),"Chicago, IL",Senior Level (6-10 years),Hybrid,164807.0,"Python, AWS, Azure, SQL",2025-06-23,06/23/2025
JOB_0342,Data Scientist,DataFlow Systems,Small (51-200),"Phoenix, AZ",Mid Level (3-5 years),Remote,73133.0,"Python, R, Scikit-learn, SQL, Machine Learning, Statistics",2024-08-12,08/12/2024
JOB_0343,Data Analyst,Analytics First,Startup (1-50),"Dallas, TX",Entry Level (0-2 years),Hybrid,63829.0,"Looker, Seaborn, SQL, PowerQuery, Pandas, Python, Excel, Tableau",2025-02-17,02/17/2025
JOB_0344,Data Scientist,Data Experts Ltd,Startup (1-50),"Chicago, IL",Lead Level (10+ years),Remote,,"Python, Machine Learning, PyTorch, R, Tableau",2025-08-08,08/08/2025
JOB_0345,Data Engineer,Information Systems Inc,Large (1001+),"Dallas, TX",Lead Level (10+ years),Hybrid,140527.0,"AWS, Java, Hadoop, Linux, Python, SQL, Apache Spark",2024-09-21,09/21/2024
JOB_0346,Data Scientist,Analytics Partners,Startup (1-50),"Los Angeles, CA",Entry Level (0-2 years),On-site,92634.0,"Statistics, Scikit-learn, SQL, Python",2025-07-14,07/14/2025
JOB_0347,Data Engineer,Analytics First,Medium (201-1000),"Miami, FL",Lead Level (10+ years),On-site,137789.0,"Airflow, SQL, Python, Kafka",2024-12-26,12/26/2024
JOB_0348,Data Engineer,Smart Analytics,Startup (1-50),"Phoenix, AZ",Entry Level (0-2 years),Remote,84580.0,"SQL, Apache Spark, PostgreSQL, Docker, Python, Hadoop",2025-03-27,03/27/2025
JOB_0349,Data Analyst,Analytics Hub,Medium (201-1000),"Phoenix, AZ",Mid Level (3-5 years),On-site,55925.0,"Python, SQL, Google Analytics",2024-12-22,12/22/2024
JOB_0350,Data Analyst,AI Innovations,Medium (201-1000),"Dallas, TX",Entry Level (0-2 years),Remote,48133.0,"SQL, Python, Power BI, Matplotlib, R, Tableau, Excel, Seaborn",2024-09-24,09/24/2024
JOB_0351,Data Scientist,Business Intelligence Ltd,Small (51-200),"New York, NY",Senior Level (6-10 years),Remote,186619.0,"Python, NumPy, Tableau, Scikit-learn, Jupyter, GCP",2025-03-04,03/04/2025
JOB_0352,Data Scientist,Smart Analytics,Startup (1-50),"Denver, CO",Entry Level (0-2 years),Remote,64566.0,"Azure, Power BI, TensorFlow, Tableau",2024-09-09,09/09/2024
JOB_0353,Data Analyst,Analytics Partners,Medium (201-1000),"Portland, OR",Entry Level (0-2 years),Remote,46479.0,"SQL, Excel, R",2024-08-20,08/20/2024
JOB_0354,Data Scientist,Analytics First,Startup (1-50),"Seattle, WA",Entry Level (0-2 years),Remote,89218.0,"Statistics, Tableau, Python",2025-04-02,04/02/2025
JOB_0355,Data Engineer,Data Experts Ltd,Startup (1-50),"San Diego, CA",Lead Level (10+ years),On-site,150650.0,"MongoDB, Git, Linux, Hadoop, Scala, AWS",2025-07-24,07/24/2025
JOB_0356,Data Scientist,Analytics Hub,Small (51-200),"Boston, MA",Senior Level (6-10 years),Remote,185517.0,"Machine Learning, TensorFlow, Python, Statistics, Deep Learning, SQL, Docker",2025-06-19,06/19/2025
JOB_0357,Data Analyst,Data Solutions Inc,Startup (1-50),"Los Angeles, CA",Lead Level (10+ years),On-site,142949.0,"SQL, Excel, DAX, R",2025-02-21,02/21/2025
JOB_0358,Data Analyst,DataFlow Systems,Startup (1-50),"Atlanta, GA",Mid Level (3-5 years),On-site,81436.0,"SQL, Excel, Seaborn, Statistics, Tableau",2025-08-09,08/09/2025
JOB_0359,Data Scientist,Data Science Corp,Medium (201-1000),"Miami, FL",Senior Level (6-10 years),Remote,169265.0,"Machine Learning, Deep Learning, Python, R, GCP",2024-08-22,08/22/2024
JOB_0360,Data Engineer,Data Solutions Inc,Large (1001+),"Phoenix, AZ",Senior Level (6-10 years),Hybrid,134508.0,"Python, AWS, SQL, Kubernetes, MongoDB, Git, Docker",2025-02-08,02/08/2025
JOB_0361,Data Scientist,Business Intelligence Ltd,Startup (1-50),"Portland, OR",Mid Level (3-5 years),Remote,116504.0,"Scikit-learn, Python, SQL, R, Deep Learning, Machine Learning",2025-05-30,05/30/2025
JOB_0362,Data Engineer,Cloud Data Systems,Medium (201-1000),"Seattle, WA",Mid Level (3-5 years),Hybrid,99697.0,"Python, Apache Spark, SQL, MongoDB, Hadoop",2025-08-01,08/01/2025
JOB_0363,Data Engineer,Analytics Partners,Small (51-200),"Washington, DC",Mid Level (3-5 years),On-site,111010.0,"Kafka, Apache Spark, Hadoop, AWS, Python",2025-05-13,05/13/2025
JOB_0364,Data Scientist,Tech Corp,Large (1001+),"Chicago, IL",Mid Level (3-5 years),Remote,96406.0,"Git, Azure, R, Scikit-learn, Machine Learning, Python, Deep Learning",2025-01-25,01/25/2025
JOB_0365,Data Scientist,Data Solutions Inc,Startup (1-50),"Seattle, WA",Senior Level (6-10 years),Remote,229422.0,"R, Jupyter, Python, Azure, Machine Learning, Docker, Deep Learning, Pandas",2025-06-05,06/05/2025
JOB_0366,Data Engineer,Analytics Pro,Medium (201-1000),"Atlanta, GA",Senior Level (6-10 years),Hybrid,180810.0,"Airflow, Python, NoSQL, Hadoop, SQL, Apache Spark",2025-07-14,07/14/2025
JOB_0367,Data Scientist,Intelligence Solutions,Large (1001+),"Seattle, WA",Mid Level (3-5 years),Hybrid,176691.0,"Python, PyTorch, R, TensorFlow",2025-01-18,01/18/2025
JOB_0368,Data Scientist,Cloud Data Systems,Small (51-200),"Miami, FL",Senior Level (6-10 years),On-site,181242.0,"Tableau, Python, R, TensorFlow, GCP, SQL, Pandas, NumPy",2025-01-13,01/13/2025
JOB_0369,Data Engineer,Analytics Partners,Startup (1-50),"New York, NY",Lead Level (10+ years),Remote,266011.0,"Apache Spark, SQL, Docker, GCP, Python",2025-06-13,06/13/2025
JOB_0370,Data Scientist,Data Experts Ltd,Small (51-200),"Washington, DC",Entry Level (0-2 years),On-site,107057.0,"Docker, Pandas, Tableau, PyTorch",2024-09-17,09/17/2024
JOB_0371,Data Scientist,Analytics First,Large (1001+),"Miami, FL",Entry Level (0-2 years),Remote,72353.0,"Statistics, Deep Learning, Python, SQL",2024-12-22,12/22/2024
JOB_0372,Data Analyst,Tech Corp,Startup (1-50),"Phoenix, AZ",Entry Level (0-2 years),On-site,53751.0,"SQL, Pandas, R, Google Analytics, Excel, Seaborn, Git, Python",2025-03-21,03/21/2025
JOB_0373,Data Analyst,Information Systems Inc,Large (1001+),"Denver, CO",Lead Level (10+ years),Remote,122661.0,"Python, Excel, DAX, Matplotlib, Power BI, Google Analytics, Statistics",2025-04-11,04/11/2025
JOB_0374,Data Analyst,Data Solutions Inc,Medium (201-1000),"Denver, CO",Entry Level (0-2 years),Remote,71184.0,"Seaborn, SQL, Matplotlib, Excel, R",2025-01-19,01/19/2025
JOB_0375,Data Engineer,Digital Insights,Startup (1-50),"Miami, FL",Lead Level (10+ years),Hybrid,205860.0,"ETL, Docker, Kubernetes, Hadoop, Git",2024-09-25,09/25/2024
JOB_0376,Data Analyst,Intelligence Solutions,Small (51-200),"San Diego, CA",Entry Level (0-2 years),Hybrid,41754.0,"Excel, SQL, Pandas, Statistics",2025-03-19,03/19/2025
JOB_0377,Data Scientist,DataFlow Systems,Medium (201-1000),"Chicago, IL",Lead Level (10+ years),Hybrid,251498.0,"Python, NumPy, TensorFlow, Tableau, SQL",2024-12-31,12/31/2024
JOB_0378,Data Scientist,Smart Analytics,Startup (1-50),"Dallas, TX",Lead Level (10+ years),On-site,123485.0,"TensorFlow, Pandas, SQL, GCP, Python, Machine Learning",2024-08-10,08/10/2024
JOB_0379,Data Analyst,AI Innovations,Startup (1-50),"Washington, DC",Lead Level (10+ years),Remote,126248.0,"Seaborn, SQL, Pandas, R",2024-11-22,11/22/2024
JOB_0380,Data Scientist,Data Science Corp,Large (1001+),"San Francisco, CA",Senior Level (6-10 years),On-site,142190.0,"Python, Jupyter, R, AWS, Scikit-learn",2025-07-13,07/13/2025
JOB_0381,Data Engineer,Information Systems Inc,Small (51-200),"Austin, TX",Lead Level (10+ years),On-site,185637.0,"Python, Kafka, Hadoop, GCP, MongoDB",2024-08-31,08/31/2024
JOB_0382,Data Scientist,Smart Analytics,Startup (1-50),"Boston, MA",Entry Level (0-2 years),Remote,135367.0,"Deep Learning, Python, SQL, R, TensorFlow",2025-07-17,07/17/2025
JOB_0383,Data Analyst,Data Science Corp,Large (1001+),"Chicago, IL",Entry Level (0-2 years),Hybrid,58766.0,"Excel, Statistics, SQL, Pandas, Tableau, Seaborn",2025-07-26,07/26/2025
JOB_0384,Data Scientist,Data Solutions Inc,Small (51-200),"San Francisco, CA",Lead Level (10+ years),Remote,189421.0,"Python, R, Azure, Statistics",2025-03-26,03/26/2025
JOB_0385,Data Analyst,Intelligence Solutions,Startup (1-50),"Seattle, WA",Entry Level (0-2 years),Hybrid,57691.0,"Tableau, SQL, Excel, Statistics",2025-03-19,03/19/2025
JOB_0386,Data Scientist,Analytics Pro,Large (1001+),"Miami, FL",Entry Level (0-2 years),Hybrid,77373.0,"Python, Machine Learning, Tableau, SQL, GCP, R, Deep Learning",2025-02-28,02/28/2025
JOB_0387,Data Analyst,Information Analytics,Large (1001+),"Miami, FL",Entry Level (0-2 years),Remote,44856.0,"Power BI, Excel, SQL, Statistics",2025-03-09,03/09/2025
JOB_0388,Data Scientist,Analytics Partners,Startup (1-50),"San Francisco, CA",Entry Level (0-2 years),On-site,126656.0,"R, Deep Learning, GCP, Statistics, Python",2025-05-10,05/10/2025
JOB_0389,Data Scientist,Data Solutions Inc,Small (51-200),"Washington, DC",Lead Level (10+ years),On-site,,"Azure, R, Python, Statistics",2025-03-03,03/03/2025
JOB_0390,Data Analyst,Data Solutions Inc,Large (1001+),"Austin, TX",Mid Level (3-5 years),On-site,72142.0,"Tableau, SQL, Looker",2025-02-15,02/15/2025
JOB_0391,Data Scientist,Big Data Co,Small (51-200),"Boston, MA",Lead Level (10+ years),Remote,244957.0,"Deep Learning, TensorFlow, Statistics, R, Python, Jupyter, Azure, Machine Learning",2025-01-09,01/09/2025
